Project ID,Project Name,Project Type,Location,Start Date,End Date,Project Status,Priority,Task ID,Task Name,Task Status,Assigned To,Hours Spent,Budget,Actual Cost,Progress,Duplicate Task ID(within project),tokens,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,w2v_25,w2v_26,w2v_27,w2v_28,w2v_29,w2v_30,w2v_31,w2v_32,w2v_33,w2v_34,w2v_35,w2v_36,w2v_37,w2v_38,w2v_39,w2v_40,w2v_41,w2v_42,w2v_43,w2v_44,w2v_45,w2v_46,w2v_47,w2v_48,w2v_49,w2v_50,w2v_51,w2v_52,w2v_53,w2v_54,w2v_55,w2v_56,w2v_57,w2v_58,w2v_59,w2v_60,w2v_61,w2v_62,w2v_63,w2v_64,w2v_65,w2v_66,w2v_67,w2v_68,w2v_69,w2v_70,w2v_71,w2v_72,w2v_73,w2v_74,w2v_75,w2v_76,w2v_77,w2v_78,w2v_79,w2v_80,w2v_81,w2v_82,w2v_83,w2v_84,w2v_85,w2v_86,w2v_87,w2v_88,w2v_89,w2v_90,w2v_91,w2v_92,w2v_93,w2v_94,w2v_95,w2v_96,w2v_97,w2v_98,w2v_99
P016,Renovation of a School Project 016,Renovation,Texas,18-02-2024 00:00,22-10-2024 00:00,Completed,High,T002,Task 002 of Renovation of a School Project 016,Pending,Eve,27,3233,0,0.38,False,"['Task', '002', 'of', 'Renovation', 'of', 'a', 'School', 'Project', '016']",-0.0014677829,0.0072276536,0.005510721,0.020922536,0.0007194185,-0.028074218,0.03314378,0.059400644,-0.030204944,-0.041055102,0.0030817704,-0.03354169,0.004350995,0.029596027,0.009465557,0.0007523883,0.03059623,0.0039781574,-0.019238777,-0.061876375,0.017787337,0.007957463,0.024694249,-0.020458994,0.0053734705,0.005634814,-0.014997734,0.013169398,-0.023594363,0.008598039,0.034880184,-0.0152563965,0.010927241,-0.048202023,-0.018873222,0.022737266,0.022878986,-0.0042822366,-0.017087603,-0.0098538175,0.0104605025,-0.015800208,-0.016177252,0.008838978,0.027379852,-0.014295687,-0.024242073,-0.012079017,0.017005632,0.01570998,0.009382287,-0.01761896,-0.013083012,-0.008507696,-0.012709554,0.0016343701,0.013565705,-0.00741699,-0.015141575,0.0069303615,-0.00058393844,-0.0125695765,0.035394236,0.008890341,-0.024851969,0.047445726,0.0055826944,0.027383108,-0.03557892,0.018303627,0.0009077254,0.02722427,0.023212304,0.0011259075,0.029920628,0.0018859328,0.019791074,0.018716209,-0.012405778,-0.008114847,-0.032043673,-0.006351685,-0.010922547,0.027857026,-0.013014986,-0.01400309,0.03164229,0.0013967153,0.014177077,0.008771548,0.018023489,0.015591704,0.018364133,-0.004193982,0.050018184,0.009875588,0.014034407,-0.008737577,0.01334351,0.008467618
P016,Renovation of a School Project 016,Renovation,Florida,18-02-2024 00:00,15-09-2024 00:00,Completed,Medium,T003,Task 003 of Renovation of a School Project 016,Pending,Eve,25,8366,0,0.55,False,"['Task', '003', 'of', 'Renovation', 'of', 'a', 'School', 'Project', '016']",-0.0013117697,0.0063575143,0.004737488,0.020939283,0.00061642396,-0.02709236,0.033089925,0.05904272,-0.03143308,-0.039569028,0.0013491077,-0.033613212,0.0030019279,0.030592604,0.007968102,0.000553073,0.029336346,0.005232601,-0.017734485,-0.0633364,0.0177256,0.0072906017,0.024555273,-0.020543667,0.0061369613,0.005490671,-0.0156732,0.013341451,-0.02480256,0.008663455,0.03565117,-0.014636975,0.011865938,-0.049119916,-0.01837647,0.021146793,0.021567632,-0.0032566264,-0.016143285,-0.010858532,0.010290584,-0.017155785,-0.017997343,0.01016094,0.027291065,-0.015429797,-0.02426634,-0.01180539,0.01794173,0.015244875,0.009379468,-0.017218126,-0.010919016,-0.007935479,-0.012128887,0.00086234807,0.012298285,-0.009450483,-0.01587642,0.0067174975,-7.34113e-05,-0.013841104,0.034904752,0.009139333,-0.02572547,0.048120428,0.0067960406,0.0275626,-0.035914097,0.020424603,-0.00036681804,0.028370377,0.023062376,0.00035171185,0.030578239,0.003173166,0.020113952,0.018975627,-0.010963553,-0.00948122,-0.032453906,-0.007848729,-0.011095103,0.02733542,-0.013599159,-0.014617514,0.031654045,0.0010975278,0.013419057,0.0093063,0.019271957,0.0152208675,0.019059885,-0.0043382775,0.049372025,0.008999195,0.014056106,-0.0074112928,0.013769884,0.009464611
P017,Innovation of a Classroom Project 017,Innovation,Virginia,02-04-2024 00:00,25-10-2024 00:00,On Track,Low,T001,Task 001 of Innovation of a Classroom Project 017,Pending,Eve,40,1856,0,0.87,False,"['Task', '001', 'of', 'Innovation', 'of', 'a', 'Classroom', 'Project', '017']",-0.0027572534,0.008431865,0.0033581099,0.017635504,0.00041159883,-0.026361186,0.03169819,0.055103354,-0.032013338,-0.03592805,0.0007835172,-0.032282077,0.0042878855,0.029040575,0.005898091,-0.0009839805,0.029728634,0.0019403944,-0.017074697,-0.06140502,0.017794332,0.0053787557,0.026684394,-0.019743823,0.004224399,0.00293977,-0.016022613,0.012240597,-0.022561908,0.008946781,0.03611921,-0.014953221,0.010089729,-0.046676222,-0.01862499,0.020553485,0.020311456,-0.0021654991,-0.014433105,-0.011731538,0.009040893,-0.016071267,-0.017987585,0.0068546925,0.023541266,-0.013039708,-0.020803062,-0.010654785,0.015055884,0.015911715,0.009273,-0.01809845,-0.012918938,-0.006697404,-0.009615648,0.00034634513,0.01470767,-0.008120669,-0.018087255,0.0041167066,-0.0011804412,-0.015397095,0.03515403,0.008459563,-0.023633847,0.04491124,0.0069313417,0.02515585,-0.035011057,0.01959288,-0.0011440834,0.027032208,0.023667429,0.0005368379,0.027019836,0.0010129833,0.015834844,0.016825972,-0.012569476,-0.0068665813,-0.02815985,-0.007870307,-0.009219726,0.026480507,-0.010901997,-0.017340332,0.027438149,0.001271397,0.01465526,0.010165643,0.021503104,0.014772017,0.016329711,-0.0076055285,0.047569115,0.010072453,0.013623302,-0.0067164027,0.012377288,0.007911956
P017,Innovation of a Classroom Project 017,Innovation,Illinois,02-04-2024 00:00,23-09-2024 00:00,On Track,High,T002,Task 002 of Innovation of a Classroom Project 017,Completed,Charlie,34,5620,5481,1.0,False,"['Task', '002', 'of', 'Innovation', 'of', 'a', 'Classroom', 'Project', '017']",-0.0027444474,0.009308285,0.0035150577,0.018784877,0.0019751722,-0.027069047,0.03201307,0.056405656,-0.031112118,-0.036657184,0.0023784754,-0.032066792,0.005590954,0.02991075,0.0072509814,-0.00029012276,0.03181094,0.001995415,-0.017948212,-0.061462477,0.019314442,0.00532332,0.027168075,-0.019825013,0.0040372675,0.0037093263,-0.015890926,0.013988659,-0.022850607,0.008365812,0.03614626,-0.014603097,0.009959876,-0.04676361,-0.01848821,0.020774916,0.021076089,-0.0034374946,-0.016345417,-0.0104169175,0.008529579,-0.014975914,-0.016745491,0.006919509,0.024829082,-0.012643731,-0.020741366,-0.0119396895,0.015035421,0.016069815,0.009628831,-0.017403867,-0.015059486,-0.008827107,-0.00942624,7.3568815e-05,0.01401278,-0.006353107,-0.016912987,0.004579829,-0.0020910564,-0.01496586,0.03561821,0.009423142,-0.024001637,0.044693816,0.006870698,0.026225753,-0.034990042,0.019899588,-0.00077309104,0.026380207,0.023040365,0.0009854612,0.027310384,-0.00041770603,0.01659517,0.017531825,-0.013403807,-0.007163467,-0.030071191,-0.006568666,-0.00953885,0.028280415,-0.01119266,-0.016928453,0.029463682,0.0008466197,0.014857822,0.008939888,0.019977383,0.01392938,0.017466197,-0.0076232306,0.048377372,0.009577841,0.0147108175,-0.0066855946,0.01198213,0.008195623
P017,Innovation of a Classroom Project 017,Innovation,Georgia,02-04-2024 00:00,14-10-2024 00:00,On Track,High,T003,Task 003 of Innovation of a Classroom Project 017,In Progress,Alice,18,1904,0,0.62,False,"['Task', '003', 'of', 'Innovation', 'of', 'a', 'Classroom', 'Project', '017']",-0.0025884344,0.008438146,0.0027418253,0.018801624,0.0018721777,-0.02608719,0.03195921,0.05604773,-0.032340255,-0.035171106,0.00064581266,-0.032138314,0.0042418865,0.030907325,0.005753527,-0.0004894382,0.030551055,0.0032498585,-0.01644392,-0.0629225,0.019252704,0.0046564583,0.0270291,-0.019909685,0.0048007583,0.0035651831,-0.016566392,0.014160711,-0.024058804,0.008431228,0.036917247,-0.013983673,0.010898572,-0.0476815,-0.017991459,0.019184442,0.019764736,-0.0024118838,-0.015401099,-0.011421632,0.008359661,-0.01633149,-0.018565582,0.008241472,0.024740294,-0.01377784,-0.02076563,-0.011666063,0.015971519,0.015604709,0.009626012,-0.017003037,-0.01289549,-0.00825489,-0.008845574,-0.00069845334,0.012745361,-0.0083866,-0.017647834,0.004366965,-0.0015805294,-0.016237387,0.035128728,0.009672134,-0.024875142,0.045368526,0.008084044,0.026405247,-0.035325214,0.022020562,-0.0020476347,0.027526315,0.02289044,0.00021126556,0.027967997,0.0008695268,0.016918048,0.017791243,-0.011961582,-0.008529839,-0.030481424,-0.008065711,-0.009711406,0.027758809,-0.011776832,-0.017542878,0.029475437,0.0005474321,0.014099802,0.009474641,0.021225851,0.013558544,0.018161949,-0.0077675264,0.04773121,0.0087014465,0.014732516,-0.0053593093,0.012408503,0.009192615
P018,Construction of a Hospital Wing Project 018,Construction,Ohio,09-02-2024 00:00,05-03-2024 00:00,Behind,Medium,T001,Task 001 of Construction of a Hospital Wing Project 018,In Progress,Grace,26,5908,0,0.66,False,"['Task', '001', 'of', 'Construction', 'of', 'a', 'Hospital', 'Wing', 'Project', '018']",-0.0017013829,0.0089929905,0.005183571,0.015452358,-0.001361937,-0.026490873,0.031033719,0.056919046,-0.032465566,-0.037833232,0.0010492973,-0.03017062,0.003668027,0.02765285,0.006658245,0.0011319887,0.027741615,0.00486908,-0.019151155,-0.06172964,0.01588334,0.0057215197,0.024461018,-0.02023743,0.0055141523,0.00366456,-0.015107401,0.008099737,-0.01958914,0.00877194,0.034620956,-0.015205117,0.01009866,-0.046639428,-0.015843213,0.022351291,0.0214081,-0.0039623706,-0.012516983,-0.012488415,0.0083814515,-0.017042242,-0.0134096425,0.007892477,0.024996046,-0.015885897,-0.019716728,-0.011348731,0.014775393,0.013754007,0.009927318,-0.015649732,-0.013357927,-0.0055576204,-0.009908994,-0.0004895972,0.015210444,-0.0068930415,-0.0145997275,0.0050974563,0.00031557571,-0.013932374,0.03520626,0.00953262,-0.023673091,0.046377163,0.0069037555,0.024022019,-0.035484187,0.019364275,-0.003127347,0.02492937,0.022777105,0.0014535008,0.026964257,0.00085906486,0.014386011,0.018695632,-0.011069849,-0.0051635667,-0.0273606,-0.007348842,-0.009953374,0.026217127,-0.01016025,-0.014266485,0.027276322,0.001753586,0.013929734,0.01183155,0.017914424,0.013938698,0.018062364,-0.007931555,0.04972919,0.008791474,0.013223867,-0.0076361694,0.012752536,0.0076027783
P018,Construction of a Hospital Wing Project 018,Construction,North Carolina,09-02-2024 00:00,01-03-2024 00:00,Behind,Medium,T002,Task 002 of Construction of a Hospital Wing Project 018,In Progress,Grace,37,2176,0,0.54,False,"['Task', '002', 'of', 'Construction', 'of', 'a', 'Hospital', 'Wing', 'Project', '018']",-0.0016898576,0.0097817695,0.0053248247,0.016486794,4.5279226e-05,-0.027127948,0.031317107,0.058091115,-0.03165447,-0.03848946,0.0024847605,-0.029976863,0.0048407884,0.028436009,0.007875847,0.0017564608,0.02961569,0.004918599,-0.019937318,-0.061781347,0.017251441,0.005671627,0.024896331,-0.0203105,0.0053457343,0.0043571605,-0.0149888825,0.009672992,-0.019848969,0.008249068,0.034645304,-0.014890005,0.0099817915,-0.046718076,-0.015720112,0.02255058,0.02209627,-0.0051071662,-0.014238064,-0.011305257,0.007921269,-0.016056424,-0.01229176,0.0079508135,0.02615508,-0.015529518,-0.0196612,-0.012505146,0.014756975,0.013896297,0.010247567,-0.015024607,-0.015284421,-0.0074743526,-0.009738527,-0.0007350959,0.014585043,-0.005302236,-0.013542886,0.005514267,-0.000503978,-0.013544264,0.035624016,0.010399843,-0.024004102,0.04618149,0.006849177,0.024984935,-0.035465267,0.019640313,-0.0027934536,0.02434257,0.022212747,0.0018572615,0.027225751,-0.00042855545,0.015070307,0.0193309,-0.011820747,-0.005430763,-0.029080808,-0.0061773653,-0.0102405865,0.027837044,-0.010421845,-0.013895797,0.0290993,0.0013712865,0.014112039,0.0107283695,0.016541276,0.013180326,0.019085202,-0.007947486,0.05045662,0.008346322,0.014202632,-0.007608442,0.0123968925,0.007858078
P018,Construction of a Hospital Wing Project 018,Construction,Pennsylvania,09-02-2024 00:00,25-02-2024 00:00,Behind,Medium,T003,Task 003 of Construction of a Hospital Wing Project 018,Pending,Grace,7,9002,0,0.2,False,"['Task', '003', 'of', 'Construction', 'of', 'a', 'Hospital', 'Wing', 'Project', '018']",-0.0015494458,0.008998644,0.004628915,0.016501868,-4.7416055e-05,-0.026244277,0.031268638,0.05776898,-0.032759793,-0.037151992,0.0009253634,-0.030041233,0.0036266283,0.029332926,0.006528137,0.0015770769,0.02848179,0.006047598,-0.018583456,-0.06309537,0.017195877,0.0050714514,0.024771255,-0.020386705,0.0060328757,0.004227432,-0.015596802,0.009827839,-0.020936346,0.008307942,0.03533919,-0.014332523,0.010826619,-0.047544178,-0.015273035,0.021119153,0.02091605,-0.0041841166,-0.013388177,-0.0122095,0.007768343,-0.017276442,-0.013929842,0.00914058,0.026075173,-0.016550217,-0.019683037,-0.012258882,0.015599464,0.013477703,0.010245031,-0.014663858,-0.013336824,-0.0069593578,-0.009215928,-0.001429916,0.013444367,-0.00713238,-0.014204251,0.0053226887,-4.4503387e-05,-0.014688639,0.035183482,0.010623935,-0.024790255,0.046788722,0.007941188,0.025146479,-0.035766926,0.021549191,-0.0039405427,0.025374066,0.022077814,0.0011604857,0.027817601,0.0007299542,0.0153608965,0.019564377,-0.010522744,-0.0066604987,-0.029450018,-0.007524705,-0.010395886,0.027367597,-0.010947601,-0.014448777,0.02910988,0.0011020176,0.013429821,0.011209647,0.017664896,0.012846572,0.019711377,-0.008077352,0.049875073,0.007557568,0.014222162,-0.006414785,0.012780629,0.008755371
P019,Road Expansion Project 019,Infrastructure,Texas,10-06-2024 00:00,30-12-2024 00:00,Behind,High,T001,Task 001 of Road Expansion Project 019,Pending,Grace,11,6821,0,0.61,False,"['Task', '001', 'of', 'Road', 'Expansion', 'Project', '019']",-0.005155715,0.007045823,0.0018832671,0.01633912,-0.0008803063,-0.028366324,0.028099004,0.05522778,-0.029866869,-0.03861617,-0.0021042416,-0.03265358,0.0025720808,0.025971739,0.008774562,0.0007574852,0.025411878,0.0007301864,-0.012764075,-0.057285797,0.016595775,0.006947771,0.02218704,-0.018907478,0.009402311,0.006005704,-0.014836932,0.0141220065,-0.021027047,0.009333955,0.035658475,-0.0151114045,0.0073630135,-0.046545565,-0.01723705,0.022837628,0.02282306,-0.0014514234,-0.01426886,-0.0065528452,0.0101531865,-0.014570326,-0.019148795,0.006408783,0.02250329,-0.014763628,-0.020307882,-0.009065146,0.015097971,0.014380252,0.012713293,-0.016571065,-0.011784533,-0.0033670512,-0.008958121,0.0019768267,0.013392509,-0.008006578,-0.015254228,0.004644067,-0.003319932,-0.01248795,0.035192132,0.00818408,-0.021454463,0.04461036,0.0054352474,0.023418503,-0.03255086,0.019495083,-0.0017481747,0.028098587,0.024212781,-0.00077901676,0.025574492,0.0018252551,0.013327038,0.016334256,-0.008515212,-0.0050386465,-0.030607674,-0.006664482,-0.008520628,0.023967609,-0.009598586,-0.016802322,0.025654674,0.003348879,0.015787032,0.009337376,0.020152386,0.017244762,0.017640445,-0.0068792873,0.048974764,0.0081216255,0.011670431,-0.006782175,0.013292825,0.008368264
P019,Road Expansion Project 019,Infrastructure,Ohio,10-06-2024 00:00,25-09-2024 00:00,Behind,Medium,T002,Task 002 of Road Expansion Project 019,Completed,Ivy,1,7324,7263,1.0,False,"['Task', '002', 'of', 'Road', 'Expansion', 'Project', '019']",-0.0051392503,0.008172649,0.0020850576,0.017816883,0.0011300024,-0.02927643,0.028503848,0.056902166,-0.02870816,-0.03955363,-5.3580716e-05,-0.032376785,0.004247454,0.027090535,0.010513992,0.0016495881,0.028089132,0.00080092705,-0.013887167,-0.057359666,0.018550206,0.006876496,0.022808915,-0.019011866,0.0091617135,0.0069951336,-0.014667621,0.016369512,-0.021398231,0.008586994,0.035693254,-0.014661245,0.007196059,-0.04665792,-0.017061194,0.023122326,0.023806157,-0.0030868452,-0.016727548,-0.0048626186,0.009495783,-0.013162014,-0.017551815,0.0064921193,0.02415905,-0.014254513,-0.020228555,-0.010717167,0.015071661,0.014583522,0.013170791,-0.015678033,-0.014536666,-0.00610524,-0.008714598,0.0016261145,0.01249908,-0.005733999,-0.013744457,0.0052395114,-0.004490723,-0.0119335065,0.035788935,0.009422968,-0.021927336,0.044330824,0.005357277,0.024794096,-0.032523837,0.019889424,-0.0012711845,0.027260302,0.023406561,-0.0002022155,0.025948057,-1.42025365e-05,0.0143046025,0.017241783,-0.009587923,-0.005420356,-0.033065114,-0.0049909432,-0.008930932,0.026281772,-0.009972295,-0.016272765,0.028258929,0.002802737,0.016047468,0.0077614053,0.018190743,0.016161373,0.019101644,-0.0069020465,0.050013952,0.007485696,0.013068664,-0.0067425636,0.012784763,0.008732978
P019,Road Expansion Project 019,Infrastructure,Georgia,10-06-2024 00:00,24-12-2024 00:00,Behind,Medium,T003,Task 003 of Road Expansion Project 019,Pending,Charlie,13,3099,0,0.46,False,"['Task', '003', 'of', 'Road', 'Expansion', 'Project', '019']",-0.004938662,0.007053898,0.0010909013,0.017838415,0.0009975807,-0.028014043,0.028434603,0.056441974,-0.030287191,-0.037642963,-0.00228129,-0.032468744,0.0025129397,0.028371846,0.008588693,0.0013933254,0.026469277,0.0024137828,-0.011953079,-0.059236836,0.018470827,0.006019103,0.022630233,-0.019120729,0.010143344,0.006809806,-0.015536077,0.016590724,-0.022951629,0.008671101,0.036684524,-0.013864844,0.008402956,-0.047838066,-0.016422512,0.02107743,0.022120133,-0.0017682035,-0.015513423,-0.006154396,0.009277317,-0.014904897,-0.019891933,0.008191786,0.024044896,-0.015712654,-0.020259753,-0.010365361,0.016275216,0.0139855305,0.013167166,-0.015162677,-0.011754385,-0.005369533,-0.007968027,0.00063351454,0.010869542,-0.00834849,-0.014689259,0.0049658283,-0.003834331,-0.013568327,0.035159595,0.009743101,-0.02305041,0.0451983,0.0069172936,0.025024872,-0.03295477,0.02261639,-0.0029098834,0.028733866,0.023213794,-0.0011976099,0.026793556,0.0016408112,0.01471973,0.01757532,-0.0077336333,-0.0071771215,-0.033592556,-0.006915714,-0.00915279,0.025611138,-0.010723375,-0.017062739,0.028274043,0.0024180673,0.01507287,0.008448944,0.019795919,0.015684584,0.01999618,-0.0070875697,0.04918317,0.0063589034,0.0130965635,-0.0050373403,0.013332957,0.0100148255
P020,Bridge Maintenance Project 020,Maintenance,Michigan,10-04-2024 00:00,03-07-2024 00:00,Completed,Medium,T001,Task 001 of Bridge Maintenance Project 020,Completed,Eve,18,7962,7526,1.0,False,"['Task', '001', 'of', 'Bridge', 'Maintenance', 'Project', '020']",-0.0042858287,0.0091824485,0.0047654584,0.014586079,-0.0037806022,-0.02530092,0.027113121,0.05526426,-0.032134783,-0.03718521,0.00037059194,-0.033409134,0.0038232538,0.027178746,0.008673861,-0.0016149433,0.031078784,-0.0004347551,-0.014736303,-0.057837598,0.017667789,0.005734862,0.025411205,-0.020664444,0.0038876198,0.0075594163,-0.015905777,0.011016405,-0.018191645,0.009538575,0.03634783,-0.017999971,0.008787414,-0.049316518,-0.015964027,0.020039242,0.022352712,-0.0027736544,-0.016127935,-0.009236918,0.009138194,-0.015438317,-0.01478951,0.008354354,0.022603786,-0.016113121,-0.019181818,-0.01160601,0.013090126,0.014134144,0.011443603,-0.014742436,-0.010787501,-0.0030451429,-0.011719874,-0.0005171018,0.016019976,-0.006667223,-0.016554173,0.0029580838,-0.0010386921,-0.012782027,0.032785546,0.012104529,-0.02237226,0.04641981,0.009688872,0.024431933,-0.033685077,0.022100782,-0.00013174613,0.026831124,0.02381274,4.4480865e-05,0.028000375,0.003268152,0.0160635,0.019438999,-0.011057206,-0.005616146,-0.03197328,-0.00935742,-0.007794592,0.024075,-0.010934633,-0.014997361,0.025228461,0.0035528732,0.012819806,0.01160933,0.022164637,0.013862834,0.015807733,-0.0093341,0.04707613,0.01065623,0.013063652,-0.0049457913,0.012496589,0.009057736
P020,Bridge Maintenance Project 020,Maintenance,California,10-04-2024 00:00,02-08-2024 00:00,Completed,High,T002,Task 002 of Bridge Maintenance Project 020,In Progress,Grace,36,7221,0,0.84,False,"['Task', '002', 'of', 'Bridge', 'Maintenance', 'Project', '020']",-0.004269364,0.010309274,0.004967249,0.016063845,-0.0017702936,-0.026211027,0.027517963,0.05693865,-0.030976076,-0.038122676,0.0024212527,-0.033132337,0.0054986277,0.028297542,0.010413292,-0.0007228404,0.033756033,-0.00036401447,-0.015859397,-0.057911463,0.01962222,0.0056635872,0.026033083,-0.020768834,0.0036470224,0.008548846,-0.015736466,0.013263913,-0.018562825,0.008791615,0.036382604,-0.01754981,0.008620459,-0.049428873,-0.01578817,0.020323938,0.02333581,-0.004409077,-0.018586623,-0.0075466908,0.008480791,-0.014030005,-0.0131925335,0.00843769,0.024259547,-0.015604006,-0.019102493,-0.013258031,0.013063816,0.014337414,0.011901101,-0.013849402,-0.013539633,-0.005783331,-0.011476351,-0.0008678142,0.015126548,-0.004394642,-0.0150444005,0.0035535272,-0.002209483,-0.012227585,0.03338235,0.013343417,-0.022845134,0.046140272,0.009610902,0.025807524,-0.033658054,0.022495123,0.00034524413,0.025992837,0.023006517,0.0006212822,0.02837394,0.0014286943,0.017041067,0.020346526,-0.012129918,-0.005997855,-0.034430716,-0.0076838806,-0.008204895,0.026389165,-0.011308341,-0.014467805,0.027832717,0.0030067307,0.013080242,0.010033361,0.020202994,0.012779445,0.01726893,-0.009356859,0.048115317,0.0100203,0.014461885,-0.0049061803,0.011988527,0.00942245
P020,Bridge Maintenance Project 020,Maintenance,Michigan,10-04-2024 00:00,02-07-2024 00:00,Completed,High,T003,Task 003 of Bridge Maintenance Project 020,Pending,Grace,24,7256,0,0.11,False,"['Task', '003', 'of', 'Bridge', 'Maintenance', 'Project', '020']",-0.0040687756,0.009190523,0.0039730924,0.016085377,-0.0019027153,-0.02494864,0.027448718,0.05647845,-0.032555107,-0.036212005,0.0001935434,-0.033224296,0.0037641127,0.029578853,0.008487993,-0.000979103,0.032136183,0.0012488418,-0.013925307,-0.059788637,0.019542843,0.0048061935,0.0258544,-0.020877698,0.0046286536,0.008363519,-0.016604923,0.013485124,-0.020116223,0.008875722,0.03737387,-0.01675341,0.009827355,-0.05060902,-0.015149488,0.018279044,0.021649787,-0.0030904345,-0.0173725,-0.008838468,0.008262325,-0.015772888,-0.01553265,0.010137356,0.02414539,-0.017062146,-0.019133689,-0.012906225,0.014267371,0.013739422,0.011897476,-0.013334046,-0.010757352,-0.0050476245,-0.01072978,-0.0018604139,0.013497008,-0.007009133,-0.015989205,0.0032798445,-0.0015530909,-0.013862403,0.03275301,0.01366355,-0.023968209,0.04700775,0.011170918,0.0260383,-0.03408899,0.025222091,-0.0012934546,0.027466403,0.022813752,-0.0003741122,0.02921944,0.003083708,0.017456193,0.02068006,-0.0102756275,-0.00775462,-0.03495816,-0.009608651,-0.008426753,0.025718529,-0.01205942,-0.015257778,0.02784783,0.002622061,0.012105645,0.010720899,0.021808168,0.012302655,0.018163469,-0.009542383,0.04728454,0.008893507,0.014489785,-0.0032009569,0.012536721,0.010704299
P021,Office Building Renovation Project 021,Renovation,North Carolina,21-03-2024 00:00,15-12-2024 00:00,Behind,High,T001,Task 001 of Office Building Renovation Project 021,In Progress,Alice,26,8483,0,0.43,False,"['Task', '001', 'of', 'Office', 'Building', 'Renovation', 'Project', '021']",-0.0026526812,0.005344331,0.006268912,0.014206314,-0.0016893143,-0.023574496,0.028141856,0.053997576,-0.02868659,-0.03792184,-0.0001678117,-0.03264255,0.0030515022,0.024058575,0.006198393,-0.0014835201,0.025981832,0.0035356493,-0.014305589,-0.05768515,0.015504892,0.0048037623,0.02433357,-0.018797677,0.0044502644,0.0062946626,-0.013228616,0.010957146,-0.019029744,0.013174547,0.03057611,-0.014142275,0.010461863,-0.044825148,-0.014850278,0.02013455,0.019169366,-0.0030558351,-0.014011254,-0.0089547355,0.00982641,-0.014951375,-0.016351368,0.009335678,0.021722877,-0.01641836,-0.018356344,-0.011960193,0.014601404,0.013801257,0.009744187,-0.016934441,-0.009368009,-0.0076480657,-0.010972103,0.0017583775,0.011516528,-0.0051493095,-0.013202555,0.007864801,-0.0020576073,-0.014546607,0.034145266,0.009541691,-0.02332722,0.04323015,0.006884576,0.024868283,-0.03347215,0.018326873,0.0013717974,0.026002025,0.023159258,0.0020044148,0.024343163,0.004826157,0.017600445,0.014360418,-0.01067635,-0.0056286855,-0.029631525,-0.0063430234,-0.0077193114,0.023912724,-0.0117552895,-0.0152567085,0.026779113,0.0023545478,0.015726821,0.009842317,0.020222142,0.013633341,0.014891123,-0.005588122,0.044062823,0.009602798,0.01467149,-0.008613482,0.013865719,0.0077081397
P021,Office Building Renovation Project 021,Renovation,Michigan,21-03-2024 00:00,25-09-2024 00:00,Behind,High,T002,Task 002 of Office Building Renovation Project 021,Completed,Frank,21,2463,2091,1.0,False,"['Task', '002', 'of', 'Office', 'Building', 'Renovation', 'Project', '021']",-0.0026382746,0.0063303034,0.0064454786,0.015499359,6.970587e-05,-0.02437084,0.028496094,0.055462666,-0.027672721,-0.03874212,0.0016265165,-0.032400355,0.0045174537,0.02503752,0.007720394,-0.00070293015,0.028324425,0.0035975473,-0.015288294,-0.057749785,0.017215017,0.004741397,0.024877712,-0.018889016,0.0042397417,0.0071604135,-0.013080468,0.012923716,-0.01935453,0.012520957,0.030606542,-0.013748385,0.010315778,-0.04492346,-0.014696402,0.02038366,0.020029576,-0.0044868295,-0.016162606,-0.0074757882,0.009251182,-0.013719102,-0.014954015,0.009408597,0.023171669,-0.015972886,-0.018286934,-0.01340571,0.0145783825,0.013979118,0.010144497,-0.016153038,-0.011776125,-0.010043981,-0.01075902,0.0014515042,0.010734778,-0.0031608017,-0.011881504,0.008385814,-0.0030820495,-0.014061469,0.034667466,0.010625717,-0.023740984,0.042985555,0.0068163523,0.026071928,-0.033448502,0.01867192,0.0017891639,0.025268523,0.022453813,0.002509116,0.02467003,0.0032166317,0.018455816,0.015154503,-0.011614973,-0.005962681,-0.031781785,-0.004878677,-0.008078327,0.025937619,-0.012082284,-0.014793346,0.029057838,0.0018766733,0.015954703,0.008463343,0.018505707,0.012685375,0.01616967,-0.0056080366,0.04497211,0.009046359,0.015894944,-0.008578823,0.013421165,0.008027265
